year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1962,Film | Foreign Actor in 1962,Ballad Of A Soldier (Ballada O Soldate),Vladimir Ivashov,False
1962,Film | Foreign Actor in 1962,The Night Watch (Le Trou),Phillipe Leroy,False
1962,Film | Foreign Actor in 1962,A Raisin In The Sun,Sidney Poitier,False
1962,Film | Foreign Actor in 1962,Judgment At Nuremberg,Maximilian Schell,False
1962,Film | Foreign Actor in 1962,The Best Of Enemies,Alberto Sordi,False
1962,Film | Foreign Actress in 1962,Two Women,Sophia Loren,True
1962,Film | Foreign Actress in 1962,Rocco And His Brothers (Rocco E I Suoi Fratelli),Annie Girardot,False
1962,Film | Foreign Actress in 1962,The Hustler,Piper Laurie,False
1962,Film | Foreign Actress in 1962,A Raisin In The Sun,Claudia McNeil,False
1962,Film | Foreign Actress in 1962,Breathless,Jean Seberg,False
1963,Film | British Actor in 1963,Peter O'Toole,Lawrence Of Arabia,True
1963,Film | British Actor in 1963,Richard Attenborough,The Dock Brief,False
1963,Film | British Actor in 1963,Alan Bates,A Kind Of Loving,False
1963,Film | British Actor in 1963,James Mason,Lolita,False
1963,Film | British Actor in 1963,Laurence Olivier,Term Of Trial,False
1963,Film | British Actor in 1963,Peter Sellers,Only Two Can Play,False
1963,Film | British Actress in 1963,Leslie Caron,The L-Shaped Room,True
1963,Film | British Actress in 1963,Virginia Maskell,The Wild And The Willing,False
1963,Film | British Actress in 1963,Janet Munro,Life For Ruth,False
1963,Film | British Screenplay in 1963,Lawrence Of Arabia,Robert Bolt,True
1963,Film | British Screenplay in 1963,Billy Budd,"Peter Ustinov, DeWitt Bodeen",False
1963,Film | British Screenplay in 1963,A Kind Of Loving,"Willis Hall, Keith Waterhouse",False
1963,Film | British Screenplay in 1963,Only Two Can Play,Bryan Forbes,False
1963,Film | British Screenplay in 1963,Tiara Tahiti,"Geoffrey Cotterell, Ivan Foxwell",False
1963,Film | British Screenplay in 1963,Waltz Of The Toreadors,Wolf Mankowitz,False
1963,Film | Foreign Actor in 1963,The Birdman Of Alcatraz,Burt Lancaster,True
1963,Film | Foreign Actor in 1963,"Leon Morin, Priest",Jean-Paul Belmondo,False
1963,Film | Foreign Actor in 1963,Accattone,Franco Citti,False
1963,Film | Foreign Actor in 1963,Lonely Are The Brave,Kirk Douglas,False
1963,Film | Foreign Actor in 1963,Light In The Piazza,George Hamilton,False
1963,Film | Foreign Actor in 1963,Advise And Consent,Charles Laughton,False
1963,Film | Foreign Actor in 1963,Lawrence Of Arabia,Anthony Quinn,False
1963,Film | Foreign Actor in 1963,Billy Budd,Robert Ryan,False
1963,Film | Foreign Actor in 1963,The Long Absence,George Wilson,False
1963,Film | Foreign Actress in 1963,The Miracle Worker,Anne Bancroft,True
1963,Film | Foreign Actress in 1963,Lois,Anouk Aimée,False
1963,Film | Foreign Actress in 1963,Through A Glass Darkly (Såsom I En Spegel),Harriet Andersson,False
1963,Film | Foreign Actress in 1963,Phaedra,Melina Mercouri,False
1963,Film | Foreign Actress in 1963,Jules Et Jim,Jeanne Moreau,False
1963,Film | Foreign Actress in 1963,Sweet Bird Of Youth,Geraldine Page,False
1963,Film | Foreign Actress in 1963,Splendour In The Grass,Natalie Wood,False
1964,Film | British Actor in 1964,Dirk Bogarde,The Servant,True
1964,Film | British Actor in 1964,Tom Courtenay,Billy Liar,False
1964,Film | British Actor in 1964,Albert Finney,Tom Jones,False
1964,Film | British Actor in 1964,Hugh Griffith,Tom Jones,False
1964,Film | British Actor in 1964,Richard Harris,This Sporting Life,False
1964,Film | British Actress in 1964,Rachel Roberts,This Sporting Life,True
1964,Film | British Actress in 1964,Julie Christie,Billy Liar,False
1964,Film | British Actress in 1964,Edith Evans,Tom Jones,False
1964,Film | British Actress in 1964,Sarah Miles,The Servant,False
1964,Film | British Actress in 1964,Barbara Windsor,Sparrows Can't Sing,False
1964,Film | British Screenplay in 1964,Tom Jones,John Osborne,True
1964,Film | British Screenplay in 1964,Billy Liar,"Keith Waterhouse, Willis Hall",False
1964,Film | British Screenplay in 1964,The Servant,Harold Pinter,False
1964,Film | British Screenplay in 1964,This Sporting Life,David Storey,False
1964,Film | Foreign Actor in 1964,"Divorce, Italian Style (Divorzio All'Italiana)",Marcello Mastroianni,True
1964,Film | Foreign Actor in 1964,David And Lisa,Howard Da Silva,False
1964,Film | Foreign Actor in 1964,Days Of Wine And Roses,Jack Lemmon,False
1964,Film | Foreign Actor in 1964,Hud,Paul Newman,False
1964,Film | Foreign Actor in 1964,To Kill A Mockingbird,Gregory Peck,False
1964,Film | Foreign Actress in 1964,Hud,Patricia Neal,True
1964,Film | Foreign Actress in 1964,Whatever Happened To Baby Jane?,Joan Crawford,False
1964,Film | Foreign Actress in 1964,Whatever Happened To Baby Jane?,Bette Davis,False
1964,Film | Foreign Actress in 1964,Days Of Wine And Roses,Lee Remick,False
1964,Film | Foreign Actress in 1964,"Divorce, Italian Style (Divorzio All'Italiana)",Daniela Rocca,False
1965,Film | British Actor in 1965,Richard Attenborough,Guns At Batasi/Séance On A Wet Afternoon,True
1965,Film | British Actor in 1965,Tom Courtenay,King And Country,False
1965,Film | British Actor in 1965,Peter O'Toole,Becket,False
1965,Film | British Actor in 1965,Peter Sellers,Dr Strangelove/The Pink Panther,False
1965,Film | British Actress in 1965,Audrey Hepburn,Charade,True
1965,Film | British Actress in 1965,Edith Evans,The Chalk Garden,False
1965,Film | British Actress in 1965,Deborah Kerr,The Chalk Garden,False
1965,Film | British Actress in 1965,Rita Tushingham,Girl With Green Eyes,False
1965,Film | British Screenplay in 1965,The Pumpkin Eater,Harold Pinter,True
1965,Film | British Screenplay in 1965,Becket,Edward Anhalt,False
1965,Film | British Screenplay in 1965,Dr Strangelove,"Stanley Kubrick, Peter George, Terry Southern",False
1965,Film | British Screenplay in 1965,Séance On A Wet Afternoon,Bryan Forbes,False
1965,Film | Foreign Actor in 1965,"Yesterday, Today And Tomorrow (Ieri, Oggi, Domani)",Marcello Mastroianni,True
1965,Film | Foreign Actor in 1965,Charade,Cary Grant,False
1965,Film | Foreign Actor in 1965,Dr Strangelove,Sterling Hayden,False
1965,Film | Foreign Actor in 1965,Lilies Of The Field,Sidney Poitier,False
1965,Film | Foreign Actress in 1965,The Pumpkin Eater,Anne Bancroft,True
1965,Film | Foreign Actress in 1965,The Night Of The Iguana,Ava Gardner,False
1965,Film | Foreign Actress in 1965,Irma La Douce/What A Way To Go,Shirley MacLaine,False
1965,Film | Foreign Actress in 1965,Séance On A Wet Afternoon,Kim Stanley,False
1966,Film | British Actor in 1966,Dirk Bogarde,Darling,True
1966,Film | British Actor in 1966,Harry Andrews,The Hill,False
1966,Film | British Actor in 1966,Michael Caine,The Ipcress File,False
1966,Film | British Actor in 1966,Rex Harrison,My Fair Lady,False
1966,Film | British Actress in 1966,Julie Christie,Darling,True
1966,Film | British Actress in 1966,Julie Andrews,The Americanisation Of Emily/The Sound Of Music,False
1966,Film | British Actress in 1966,Maggie Smith,Young Cassidy,False
1966,Film | British Actress in 1966,Rita Tushingham,The Knack,False
1966,Film | British Film in 1966,The Ipcress File,Sidney J Furie,True
1966,Film | British Film in 1966,Darling,John Schlesinger,False
1966,Film | British Film in 1966,The Hill,Sidney Lumet,False
1966,Film | British Film in 1966,The Knack,Richard Lester,False
1966,Film | British Screenplay in 1966,Darling,Frederic Raphael,True
1966,Film | British Screenplay in 1966,The Hill,Ray Rigby,False
1966,Film | British Screenplay in 1966,The Ipcress File,"Bill Canaway, James Doran",False
1966,Film | British Screenplay in 1966,The Knack,Charles Wood,False
1966,Film | Foreign Actor in 1966,The Killers/Cat Ballou,Lee Marvin,True
1966,Film | Foreign Actor in 1966,Good Neighbour Sam/How To Murder Your Wife,Jack Lemmon,False
1966,Film | Foreign Actor in 1966,Zorba The Greek,Anthony Quinn,False
1966,Film | Foreign Actor in 1966,Hamlet (Gamlet),Innokenti Smoktunovsky,False
1966,Film | Foreign Actor in 1966,Ship Of Fools,Oskar Werner,False
1966,Film | Foreign Actress in 1966,In Harm's Way,Patricia Neal,True
1966,Film | Foreign Actress in 1966,Cat Ballou,Jane Fonda,False
1966,Film | Foreign Actress in 1966,Zorba The Greek,Lila Kedrova,False
1966,Film | Foreign Actress in 1966,Ship Of Fools,Simone Signoret,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Tokyo Olympiad,Kon Ichikawa,True
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Brute Force And Finesse,Max Morgan-Witts,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Deckie Learner,Michael Grigsby,False
1966,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1966",Stravinsky,"Roman Kroiter, Wolf Koenig",False
1967,Film | British Actor in 1967,Richard Burton,The Spy Who Came In From The Cold/Who's Afraid Of Virginia Woolf?,True
1967,Film | British Actor in 1967,Michael Caine,Alfie,False
1967,Film | British Actor in 1967,Ralph Richardson,The Wrong Box/Dr Zhivago/Khartoum,False
1967,Film | British Actor in 1967,David Warner,Morgan - A Suitable Case For Treatment,False
1967,Film | British Actress in 1967,Elizabeth Taylor,Who's Afraid Of Virginia Woolf?,True
1967,Film | British Actress in 1967,Julie Christie,Dr Zhivago/Fahrenheit 451,False
1967,Film | British Actress in 1967,Lynn Redgrave,Georgy Girl,False
1967,Film | British Actress in 1967,Vanessa Redgrave,Morgan - A Suitable Case For Treatment,False
1967,Film | British Film in 1967,The Spy Who Came In From The Cold,Martin Ritt,True
1967,Film | British Film in 1967,Alfie,Lewis Gilbert,False
1967,Film | British Film in 1967,Georgy Girl,Silvio Narizzano,False
1967,Film | British Film in 1967,Morgan - A Suitable Case For Treatment,Karel Reisz,False
1967,Film | British Screenplay in 1967,Morgan - A Suitable Case For Treatment,David Mercer,True
1967,Film | British Screenplay in 1967,Alfie,Bill Naughton,False
1967,Film | British Screenplay in 1967,It Happened Here,"Kevin Brownlow, Andrew Mollo",False
1967,Film | British Screenplay in 1967,The Quiller Memorandum,Harold Pinter,False
1967,Film | Editing - for best film editing of a British Film in 1967,Morgan - A Suitable Case For Treatment,Tom Priestley,True
1967,Film | Editing - for best film editing of a British Film in 1967,Alfie,Thelma Connell,False
1967,Film | Editing - for best film editing of a British Film in 1967,Arabesque,Freddie Wilson,False
1967,Film | Editing - for best film editing of a British Film in 1967,The Quiller Memorandum,Freddie Wilson,False
1967,Film | Foreign Actor in 1967,The Pawnbroker,Rod Steiger,True
1967,Film | Foreign Actor in 1967,Pierrot Le Fou,Jean-Paul Belmondo,False
1967,Film | Foreign Actor in 1967,A Patch Of Blue,Sidney Poitier,False
1967,Film | Foreign Actor in 1967,The Spy Who Came In From The Cold,Oskar Werner,False
1967,Film | Foreign Actress in 1967,Viva Maria,Jeanne Moreau,True
1967,Film | Foreign Actress in 1967,Viva Maria,Brigitte Bardot,False
1967,Film | Foreign Actress in 1967,The Group,Joan Hackett,False
1967,Film | Foreign Actress in 1967,The Sleeping Car Murder,Simone Signoret,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Goal! The World Cup,"Abidine Dino, Ross Devenish",True
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Buster Keaton Rides Again,John Spotton,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",I'm Going To Ask You To Get Up Out Of Your Seat,Richard Cawston,False
1967,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1967",Matador,Kevin Billington,False
1968,Film | British Actor in 1968,Paul Scofield,A Man For All Seasons,True
1968,Film | British Actor in 1968,Dirk Bogarde,Accident/Our Mother's House,False
1968,Film | British Actor in 1968,Richard Burton,The Taming Of The Shrew,False
1968,Film | British Actor in 1968,James Mason,The Deadly Affair,False
1968,Film | British Actress in 1968,Edith Evans,The Whisperers,True
1968,Film | British Actress in 1968,Barbara Jefford,Ulysses,False
1968,Film | British Actress in 1968,Elizabeth Taylor,The Taming Of The Shrew,False
1968,Film | British Film in 1968,A Man For All Seasons,Fred Zinnemann,True
1968,Film | British Film in 1968,Accident,Joseph Losey,False
1968,Film | British Film in 1968,Blow-Up,Michelangelo Antonioni,False
1968,Film | British Film in 1968,The Deadly Affair,Sidney Lumet,False
1968,Film | British Screenplay in 1968,A Man For All Seasons,Robert Bolt,True
1968,Film | British Screenplay in 1968,Accident,Harold Pinter,False
1968,Film | British Screenplay in 1968,The Deadly Affair,Paul Dehn,False
1968,Film | British Screenplay in 1968,Two For The Road,Frederic Raphael,False
1968,Film | Foreign Actor in 1968,In The Heat Of The Night,Rod Steiger,True
1968,Film | Foreign Actor in 1968,Bonnie And Clyde,Warren Beatty,False
1968,Film | Foreign Actor in 1968,In The Heat Of The Night,Sidney Poitier,False
1968,Film | Foreign Actor in 1968,Chimes At Midnight,Orson Welles,False
1968,Film | Foreign Actress in 1968,A  Man And A Woman (Un Homme Et Une Femme),Anouk Aimée,True
1968,Film | Foreign Actress in 1968,"My Sister, My Love (Syskonbädd 1782)/ Persona",Bibi Andersson,False
1968,Film | Foreign Actress in 1968,Barefoot In The Park,Jane Fonda,False
1968,Film | Foreign Actress in 1968,The Deadly Affair,Simone Signoret,False
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",To Die In Madrid,Frederic Rossif,True
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",Famine,Jack Gold,False
1968,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968",The Things I Cannot Change,Tanya Ballantyne,False
1969,Film | Actor in 1969,Guess Who's Coming To Dinner?,Spencer Tracy,True
1969,Film | Actor in 1969,The Charge Of The Light Brigade,Trevor Howard,False
1969,Film | Actor in 1969,Oliver!,Ron Moody,False
1969,Film | Actor in 1969,The Bofors Gun,Nicol Williamson,False
1969,Film | Actress in 1969,Katharine Hepburn,The Lion In Winter/Guess Who's Coming To Dinner?,True
1969,Film | Actress in 1969,Anne Bancroft,The Graduate,False
1969,Film | Actress in 1969,Catherine Deneuve,Beauty Of The Day (Belle De Jour),False
1969,Film | Actress in 1969,Joanne Woodward,"Rachel, Rachel",False
1969,Film | Direction in 1969,The Graduate,Mike Nichols,True
1969,Film | Direction in 1969,If...,Lindsay Anderson,False
1969,Film | Direction in 1969,Oliver!,Carol Reed,False
1969,Film | Direction in 1969,Romeo And Juliet,Franco Zeffirelli,False
1969,Film | Editing in 1969,The Graduate,Sam O'Steen,True
1969,Film | Editing in 1969,The Charge Of The Light Brigade,Kevin Brownlow,False
1969,Film | Editing in 1969,Oliver!,Ralph Kemplen,False
1969,Film | Editing in 1969,Romeo And Juliet,Reginald Mills,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",In Need Of Special Care,"Jonathan Stedall - Camphill Rudolph Steiner School, Aberdeen",True
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",Inside North Vietnam,Felix Greene,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",Music!,Michael Tuchner,False
1969,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1969",A Plague On Your Children,Adrian Malone,False
1969,Film | Screenplay in 1969,"Calder Willingham, Buck Henry",The Graduate,True
1969,Film | Screenplay in 1969,William Rose,Guess Who's Coming To Dinner?,False
1969,Film | Screenplay in 1969,David Sherwin,If...,False
1969,Film | Screenplay in 1969,James Goldman,The Lion In Winter,False
1969,Film | Supporting Actor in 1969,The Bofors Gun,Ian Holm,True
1969,Film | Supporting Actor in 1969,The Lion In Winter,Anthony Hopkins,False
1969,Film | Supporting Actor in 1969,Romeo And Juliet,John McEnery,False
1969,Film | Supporting Actor in 1969,No Way To Treat A Lady,George Segal,False
1969,Film | Supporting Actress in 1969,Twisted Nerve/Charlie Bubbles,Billie Whitelaw,True
1969,Film | Supporting Actress in 1969,Romeo And Juliet,Pat Heywood,False
1969,Film | Supporting Actress in 1969,Interlude,Virginia Maskell,False
1969,Film | Supporting Actress in 1969,Games,Simone Signoret,False
1970,Film | Actor in 1970,Midnight Cowboy/John And Mary,Dustin Hoffman,True
1970,Film | Actor in 1970,Women In Love,Alan Bates,False
1970,Film | Actor in 1970,The Secret Life Of An American Wife/Hello Dolly!,Walter Matthau,False
1970,Film | Actor in 1970,Inadmissible Evidence,Nicol Williamson,False
1970,Film | Actress in 1970,Maggie Smith,The Prime Of Miss Jean Brodie,True
1970,Film | Actress in 1970,Mia Farrow,Secret Ceremony/Rosemary's Baby/John And Mary,False
1970,Film | Actress in 1970,Glenda Jackson,Women In Love,False
1970,Film | Actress in 1970,Barbra Streisand,Funny Girl/Hello Dolly!,False
1970,Film | Direction in 1970,Midnight Cowboy,John Schlesinger,True
1970,Film | Direction in 1970,Bullitt,Peter Yates,False
1970,Film | Direction in 1970,Oh! What A Lovely War,Richard Attenborough,False
1970,Film | Direction in 1970,Women In Love,Ken Russell,False
1970,Film | Editing in 1970,Midnight Cowboy,Hugh A Robertson,True
1970,Film | Editing in 1970,Bullitt,Frank P Keller,False
1970,Film | Editing in 1970,Oh! What A Lovely War,Kevin Connor,False
1970,Film | Editing in 1970,Z,Françoise Bonnot,False
1970,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1970",Prologue,National Film Board Of Canada,True
1970,Film | Screenplay in 1970,Waldo Salt,Midnight Cowboy,True
1970,Film | Screenplay in 1970,Arnold Schulman,"Goodbye, Columbus",False
1970,Film | Screenplay in 1970,Larry Kramer,Women In Love,False
1970,Film | Screenplay in 1970,"Costa-Gavras, Jorge Semprun",Z,False
1970,Film | Supporting Actor in 1970,Oh! What A Lovely War,Laurence Olivier,True
1970,Film | Supporting Actor in 1970,"Goodbye, Columbus",Jack Klugman,False
1970,Film | Supporting Actor in 1970,Easy Rider,Jack Nicholson,False
1970,Film | Supporting Actor in 1970,Bullitt,Robert Vaughn,False
1970,Film | Supporting Actress in 1970,The Prime Of Miss Jean Brodie,Celia Johnson,True
1970,Film | Supporting Actress in 1970,Three Into Two Won't Go,Peggy Ashcroft,False
1970,Film | Supporting Actress in 1970,The Prime Of Miss Jean Brodie,Pamela Franklin,False
1970,Film | Supporting Actress in 1970,Oh! What A Lovely War,Mary Wimbush,False
1971,Film | Actor in 1971,Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here/Downhill Racer,Robert Redford,True
1971,Film | Actor in 1971,Bob And Carol And Ted And Alice/M*A*S*H,Elliott Gould,False
1971,Film | Actor in 1971,Butch Cassidy And The Sundance Kid,Paul Newman,False
1971,Film | Actor in 1971,Patton: Lust For Glory,George C Scott,False
1971,Film | Actress in 1971,Katharine Ross,Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here,True
1971,Film | Actress in 1971,Jane Fonda,"They Shoot Horses, Don't They?",False
1971,Film | Actress in 1971,Goldie Hawn,Cactus Flower/There's A Girl In My Soup,False
1971,Film | Actress in 1971,Sarah Miles,Ryan's Daughter,False
1971,Film | Direction in 1971,Butch Cassidy And The Sundance Kid,George Roy Hill,True
1971,Film | Direction in 1971,Kes,Ken Loach,False
1971,Film | Direction in 1971,M*A*S*H,Robert Altman,False
1971,Film | Direction in 1971,Ryan's Daughter,David Lean,False
1971,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1971",Sad Song Of Yellow Skin,National Film Board Of Canada,True
1971,Film | Screenplay in 1971,William Goldman,Butch Cassidy And The Sundance Kid,True
1971,Film | Screenplay in 1971,"Paul Mazursky, Larry Tucker",Bob And Carol And Ted And Alice,False
1971,Film | Screenplay in 1971,"Barry Hines, Ken Loach, Tony Garnett",Kes,False
1971,Film | Screenplay in 1971,"James Poe,  Robert E Thompson","They Shoot Horses, Don't They?",False
1971,Film | Supporting Actor in 1971,Kes,Colin Welland,True
1971,Film | Supporting Actor in 1971,The Railway Children,Bernard Cribbins,False
1971,Film | Supporting Actor in 1971,Ryan's Daughter,John Mills,False
1971,Film | Supporting Actor in 1971,"They Shoot Horses, Don't They?",Gig Young,False
1971,Film | Supporting Actress in 1971,"They Shoot Horses, Don't They?",Susannah York,True
1971,Film | Supporting Actress in 1971,Ryan's Daughter,Yvonne Crowley,False
1971,Film | Supporting Actress in 1971,The Watermelon Man,Estelle Parsons,False
1971,Film | Supporting Actress in 1971,Airport,Maureen Stapleton,False
1972,Film | Actor in 1972,"Sunday, Bloody Sunday",Peter Finch,True
1972,Film | Actor in 1972,Death In Venice,Dirk Bogarde,False
1972,Film | Actor in 1972,Gumshoe,Albert Finney,False
1972,Film | Actor in 1972,Little Big Man,Dustin Hoffman,False
1972,Film | Actress in 1972,Glenda Jackson,"Sunday, Bloody Sunday",True
1972,Film | Actress in 1972,Lynn Carlin,Taking Off,False
1972,Film | Actress in 1972,Julie Christie,The Go-Between,False
1972,Film | Actress in 1972,Jane Fonda,Klute,False
1972,Film | Actress in 1972,Nanette Newman,The Raging Moon,False
1972,Film | Direction in 1972,"Sunday, Bloody Sunday",John Schlesinger,True
1972,Film | Direction in 1972,Death In Venice (Morte A Venezia),Luchino Visconti,False
1972,Film | Direction in 1972,The Go-Between,Joseph Losey,False
1972,Film | Direction in 1972,Taking Off,Milos Forman,False
1972,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1972",The Hellstrom Chronicle,Walon Green,True
1972,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1972",Death Of A Legend,Bill Mason,False
1972,Film | Screenplay in 1972,Harold Pinter,The Go-Between,True
1972,Film | Screenplay in 1972,Neville Smith,Gumshoe,False
1972,Film | Screenplay in 1972,Penelope Gilliatt,"Sunday, Bloody Sunday",False
1972,Film | Screenplay in 1972,"Milos Forman, John Guare, Jean-Claude Carrière, John Klein",Taking Off,False
1972,Film | Supporting Actor in 1972,The Go-Between,Edward Fox,True
1972,Film | Supporting Actor in 1972,The Go-Between,Michael Gough,False
1972,Film | Supporting Actor in 1972,Get Carter,Ian Hendry,False
1972,Film | Supporting Actor in 1972,10 Rillington Place,John Hurt,False
1972,Film | Supporting Actress in 1972,The Go-Between,Margaret Leighton,True
1972,Film | Supporting Actress in 1972,Deep End,Jane Asher,False
1972,Film | Supporting Actress in 1972,The Raging Moon,Georgia Brown,False
1972,Film | Supporting Actress in 1972,Taking Off,Georgia Engel,False
1973,Film | Actor in 1973,The French Connection/The Poseidon Adventure,Gene Hackman,True
1973,Film | Actor in 1973,The Nightcomers/The Godfather,Marlon Brando,False
1973,Film | Actor in 1973,They Might Be Giants/The Hospital,George C Scott,False
1973,Film | Actor in 1973,Young Winston,Robert Shaw,False
1973,Film | Actress in 1973,Liza Minnelli,Cabaret,True
1973,Film | Actress in 1973,Stéphane Audran,The Butcher (Le Boucher),False
1973,Film | Actress in 1973,Anne Bancroft,Young Winston,False
1973,Film | Actress in 1973,Dorothy Tutin,Savage Messiah,False
1973,Film | Direction in 1973,Cabaret,Bob Fosse,True
1973,Film | Direction in 1973,A Clockwork Orange,Stanley Kubrick,False
1973,Film | Direction in 1973,The French Connection,William Friedkin,False
1973,Film | Direction in 1973,The Last Picture Show,Peter Bogdanovich,False
1973,Film | Screenplay in 1973,Paddy Chayefsky,The Hospital,True
1973,Film | Screenplay in 1973,"Larry McMurtry, Peter Bogdanovich",The Last Picture Show,True
1973,Film | Screenplay in 1973,Jay Presson Allen,Cabaret,False
1973,Film | Screenplay in 1973,Stanley Kubrick,A Clockwork Orange,False
1973,Film | Supporting Actor in 1973,The Last Picture Show,Ben Johnson,True
1973,Film | Supporting Actor in 1973,The Boyfriend,Max Adrian,False
1973,Film | Supporting Actor in 1973,The Godfather,Robert Duvall,False
1973,Film | Supporting Actor in 1973,Lady Caroline Lamb,Ralph Richardson,False
1973,Film | Supporting Actress in 1973,The Last Picture Show,Cloris Leachman,True
1973,Film | Supporting Actress in 1973,Cabaret,Marisa Berenson,False
1973,Film | Supporting Actress in 1973,The Last Picture Show,Eileen Brennan,False
1973,Film | Supporting Actress in 1973,The Poseidon Adventure,Shelley Winters,False
1974,Film | Actor in 1974,Pete 'N' Tillie/Charley Varrick,Walter Matthau,True
1974,Film | Actor in 1974,Last Tango In Paris,Marlon Brando,False
1974,Film | Actor in 1974,Sleuth,Laurence Olivier,False
1974,Film | Actor in 1974,Don't Look Now/ Steelyard Blues,Donald Sutherland,False
1974,Film | Actress in 1974,Stéphane Audran,The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie)/Just Before Nightfall,True
1974,Film | Actress in 1974,Julie Christie,Don't Look Now,False
1974,Film | Actress in 1974,Glenda Jackson,A Touch Of Class,False
1974,Film | Actress in 1974,Diana Ross,Lady Sings The Blues,False
1974,Film | Direction in 1974,Day For Night (La Nuit Américaine),François Truffaut,True
1974,Film | Direction in 1974,The Day Of The Jackal,Fred Zinnemann,False
1974,Film | Direction in 1974,The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie),Luis Buñuel,False
1974,Film | Direction in 1974,Don't Look Now,Nicolas Roeg,False
1974,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1974",Grierson,National Film Board of Canada,True
1974,Film | Screenplay in 1974,"Luis Buñuel, Jean-Claude Carrière",The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie),True
1974,Film | Screenplay in 1974,Kenneth Ross,The Day Of The Jackal,False
1974,Film | Screenplay in 1974,Anthony Schaffer,Sleuth,False
1974,Film | Screenplay in 1974,"Melvin Frank, Jack Rose",A Touch Of Class,False
1974,Film | Supporting Actor in 1974,O Lucky Man!,Arthur Lowe,True
1974,Film | Supporting Actor in 1974,The Offence,Ian Bannen,False
1974,Film | Supporting Actor in 1974,A Doll's House,Denholm Elliott,False
1974,Film | Supporting Actor in 1974,The Day Of The Jackal,Michael Lonsdale,False
1974,Film | Supporting Actress in 1974,Day For Night (La Nuit Américaine),Valentine Cortese,True
1974,Film | Supporting Actress in 1974,That'll Be The Day,Rosemary Leach,False
1974,Film | Supporting Actress in 1974,The Day Of The Jackal,Delphine Seyrig,False
1974,Film | Supporting Actress in 1974,Cries And Whispers (Viskningar Och Rop),Ingrid Thulin,False
1975,Film | Actor in 1975,The Last Detail/Chinatown,Jack Nicholson,True
1975,Film | Actor in 1975,Murder On The Orient Express,Albert Finney,False
1975,Film | Actor in 1975,The Conversation,Gene Hackman,False
1975,Film | Actor in 1975,Serpico,Al Pacino,False
1975,Film | Actress in 1975,Joanne Woodward,"Summer Wishes, Winter Dreams",True
1975,Film | Actress in 1975,Faye Dunaway,Chinatown,False
1975,Film | Actress in 1975,Barbra Streisand,The Way We Were,False
1975,Film | Actress in 1975,Cicely Tyson,The Autobiography Of Miss Jane Pittman,False
1975,Film | Direction in 1975,Chinatown,Roman Polanski,True
1975,Film | Direction in 1975,The Conversation,Francis Ford Coppola,False
1975,Film | Direction in 1975,Lacombe Lucien,Louis Malle,False
1975,Film | Direction in 1975,Murder On The Orient Express/Serpico,Sidney Lumet,False
1975,Film | John Grierson Award (Short Film) in 1975,Location North Sea,John Armstrong,True
1975,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1975",Cree Hunters Of Mistassini,"Boyce Richardson, Tony Ianuzielo",True
1975,Film | Screenplay in 1975,Robert Towne,Chinatown/The Last Detail,True
1975,Film | Screenplay in 1975,"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",Blazing Saddles,False
1975,Film | Screenplay in 1975,Francis Ford Coppola,The Conversation,False
1975,Film | Screenplay in 1975,"Louis Malle, Patrick Modiano",Lacombe Lucien,False
1975,Film | Supporting Actor in 1975,Murder On The Orient Express,John Gielgud,True
