id,year,category,nominee,staff,company,producer,win
3644,2014," Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",67th Annual Tony Awards,"Eric Becker, Technical Director Mike Anderson, Technical Director Rob Balton, Camera Robert Del Russo, Camera Charlie Huntley, Camera Ernie Jew, Camera John Kosmaczewski, Camera Jay Kulick, Camera Tore Livia, Camera John Meiklejohn, Camera Lyn Noland, Camera Jim Tufaro, Camera Mark Whitman, Camera Paul Ranieri, Video Control Ka-Lai Wong, Video Control",CBS,White Cherry Entertainment,False
3646,2014," Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",The Oscars,"Eric Becker, Technical Director Rick Edwards, Technical Director John Pritchett, Technical Director Rod Wardell, Technical Director Rob Balton, Camera Danny Bonilla, Camera Robert Del Russo, Camera David Eastwood, Camera Suzanne Ebner, Camera Pat Gleason, Camera Marc Hunter, Camera Jay Kulick, Camera Brian Lataille, Camera Dave Levisohn, Camera Tore Livia, Camera Steve Martyniuk, Camera Lyn Noland, Camera Rob Palmer, Camera David Plakos, Camera Jofre Rosero, Camera Danny Webb, Camera Mark Whitman, Camera Easter Xua, Camera Terrance Ho, Video Control Guy Jones, Video Control Keith Winikoff, Video Control",ABC,Academy of Motion Picture Arts and Sciences,False
3648,2014," Technical Direction, Camerawork, Video Control For A Series",Dancing With The Stars,"Charles Ciup, Technical Director Bert Atkinson, Camera Larry Heider, Camera Bettina Levesque, Camera Dave Levisohn, Camera Mike Malone, Camera Adam Margolis, Camera Rob Palmer, Camera Hector Ramirez, Camera Brian Reason, Camera Seth Saint Vincent, Camera Damien Tuffereau, Camera Easter Xua, Camera Chris Gray, Video Control",ABC,BBC Worldwide Productions,True
3649,2014," Technical Direction, Camerawork, Video Control For A Series",Jimmy Kimmel Live,"Ervin D. Hurd, Technical Director Parker Bartlett, Camera Danny Bonilla, Camera Nick Gomez, Camera Randy Gomez, Camera Greg Grouwinkel, Camera Garrett Hurt, Camera Ritch Kenney, Camera Bernd Reinhardt, Camera Kris Wilson, Camera Guy Jones, Video Control",ABC,ABC Studios in association with Jackhole Industries,False
3650,2014," Technical Direction, Camerawork, Video Control For A Series",Saturday Night Live,"Steven Cimino, Technical Director Paul Cangialosi, Camera Joe DeBonis, Camera Kurt Decker, Camera Eric A. Eisenstein, Camera Barry Frischer, Camera John Pinto, Camera Len Wechsler, Camera Frank Grisanti, Senior Video Control Susan Noll, Senior Video Control",NBC,SNL Studios in association with Universal Television and Broadway Video,False
3651,2014," Technical Direction, Camerawork, Video Control For A Series",The Big Bang Theory,"Brian (Army) Armstrong, Camera John Pierre Dechene, Camera Ray Gonzales, Camera James L. Hitchcock, Camera Richard Price, Camera John O'Brien, Video Control",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
3652,2014," Technical Direction, Camerawork, Video Control For A Series",The Daily Show With Jon Stewart,"Andre Allen, Technical Director Tom Dowling, Camera Tim Quigley, Camera Phil Salanto, Camera Rich York, Camera Paul Ranieri, Video Control",Comedy Central,"Central Productions, LLC",False
3657,2014, Writing for Nonfiction Programming,The World Wars,"Stephen David, Head Writer David C. White, Head Writer John Ealer, Writer Alec Michod, Writer Chelsea Coates, Writer Randy Counsman, Writer Russ McCarroll, Writer Jordan Rosenblum, Writer David Schaye, Writer",HISTORY,Stephen David Entertainment for History,False
3661,2014, Television Movie,The Trip To Bountiful,"Bill Haber, Executive Producer Jeffrey Hayes, Executive Producer Cicely Tyson, Executive Producer Hallie Foote, Executive Producer",Lifetime,Ostar Productions,False
3662,2014, Structured Reality Program,Antiques Roadshow,"Marsha Bemko, Executive Producer Sam Farrell, Supervising Producer Sarah K. Elliott, Producer",PBS,WGBH Educational Foundation,False
3663,2014, Structured Reality Program,"Diners, Drive-Ins And Dives","Guy Fieri, Executive Producer Frank Matson, Executive Producer Kat Higgins, Executive Producer Tim McOsker, Executive Producer",Food Network,Citizen Pictures,False
3665,2014, Structured Reality Program,Shark Tank,"Mark Burnett, Executive Producer Clay Newbill, Executive Producer Phil Gurin, Executive Producer Yun Lingner, Co-Executive Producer Jim Roush, Co-Executive Producer Max Swedlow, Co-Executive Producer Bill Gaudsmith, Supervising Producer Becky Blitz, Senior Producer Sami Aziz, Producer Heather Dreiling, Producer Michael Kramer, Producer Laura Roush, Producer Kate Ryu, Producer",ABC,Sony Pictures Television,True
3669,2014, Unstructured Reality Program,Deadliest Catch,"Thom Beers, Executive Producer Jeff Conroy, Executive Producer John Gray, Executive Producer David Pritikin, Executive Producer R. Decker Watson, Jr., Co-Executive Producer Johnny Beechler, Supervising Producer Geoff Miller, Supervising Producer",Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",True
3674,2014, Character Voice-Over Performance,Disney Mickey Mouse,"Chris Diamantopoulos, as Mickey Mouse",Disney Channel,Disney Television Animation,False
3676,2014, Character Voice-Over Performance,Family Guy,"Seth MacFarlane, as Glenn Quagmire/ Peter Griffin/ Stewie Griffin",FOX,Fox Television Animation,False
3677,2014, Character Voice-Over Performance,Futurama,"Maurice LaMarche, as Calculon and Morbo",Comedy Central,The Curiosity Company in association with 20th Century Fox Television,False
3679,2014, Character Voice-Over Performance,The Simpsons,"Harry Shearer, as Kent Brockman/ Mr. Burns/ Smithers/ Younger Burns",FOX,Gracie Films in association with 20th Century Fox Television,True
3681,2014, Art Direction For A Contemporary Or Fantasy Series (Single-Camera),House of Cards,"Steve Arnold, Production Designer Halina Gebarowicz, Art Director Tiffany Zappulla, Set Decorator",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3682,2014, Art Direction For A Contemporary Or Fantasy Series (Single-Camera),Justified,"Dave Blass, Production Designer Oana Bogdan, Art Director Shauna Aronson, Set Decorator",FX Networks,Sony Pictures Television,False
3685,2014," Art Direction For A Period Series, Miniseries Or A Movie (Single-Camera)",American Horror Story: Coven,"Mark Worthington, Production Designer Andrew Murdock, Art Director Ellen Brill, SDSA",FX Networks,20th Century Fox Television,False
3688,2014," Art Direction For A Period Series, Miniseries Or A Movie (Single-Camera)",Mad Men,"Dan Bishop, Production Designer Shanna Starzyk, Art Director Claudette Didul, Set Decorator",AMC,Lionsgate Television,False
3690,2014, Art Direction For A Contemporary Program (Half-Hour Or Less),House Of Lies,"Ray Yamagata, Production Designer Chikako Suzuki, Art Director Tim Stepeck, Set Decorator",Showtime,"Showtime Presents, Crescendo Productions, Totally Commercial Films, Refugee Productions, Matthew Carnahan Circus Products",True
3693,2014, Art Direction For A Contemporary Program (Half-Hour Or Less),The Big Bang Theory,"John Shaffner, Production Designer Francoise Cherry-Cohen, Art Director Ann Shea, Set Decorator",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
3697,2014," Art Direction For Variety, Nonfiction, Reality or Reality-Competition Programming",Saturday Night Live,"Eugene Lee, Production Designer Akira Yoshimura, Production Designer Keith Ian Raywood, Production Designer N. Joseph DeTullio, Production Designer",NBC,SNL Studios in association with Universal Television and Broadway Video,False
3699,2014," Art Direction For Variety, Nonfiction, Reality or Reality-Competition Programming",The Oscars,"Derek McLane, Production Designer Joe Celli, Art Director Gloria Lamb, Art Director",ABC,Academy of Motion Picture Arts and Sciences,True
3715,2014, Special And Visual Effects In A Supporting Role,The Walking Dead,"Victor Scalise, VFX Supervisor Darrell Dean Pritchett, Special FX Supervisor Matt Robken, VFX Producer Gary Romey, VFX Coordinator Martin Hilke, Lead 2D Artist Diego Galtieri, Senior 2D Artist Michael Cook, Lead CG Artist William L. Arance, Senior CG Artist Dylen Velasquez, 2D Artist",AMC,AMC Productions,False
3716,2014, Special And Visual Effects In A Supporting Role,Vikings,"Dominic Remane, Visual Effects Supervisor Julian Parry, Visual Effects Supervisor Dennis Berardi, Senior Visual Effects Producer Michael Borrett, Visual Effects Producer Bill Halliday, Visual Effects Producer Ovidiu Cinazan, Lead Compositor Maria Gordon, Lead Compositor Jim Maxwell, Lead Matte Painter Jeremy Dineen, Lead FX Artist",HISTORY,An Octagon and Take 5 production in association with Metro-Goldwyn-Mayer for History,False
3719,2014, Short-Format Nonfiction Program,COSMOS: A National Geographic Deeper Dive,"Allan Butler, Executive Producer Christina Ricchiuti, Producer",National Geographic Channel,National Geographic Channel,False
3738,2013, Lead Actress In A Drama Series,Mad Men,"Elisabeth Moss, as Peggy Olson",AMC,Lionsgate Television,False
3739,2013, Lead Actress In A Drama Series,Downton Abbey,"Michelle Dockery, as Lady Mary Crawley",PBS,A Carnival / Masterpiece Co-Production,False
3740,2013, Lead Actress In A Drama Series,Homeland,"Claire Danes, as Carrie Mathison",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",True
3741,2013, Lead Actress In A Drama Series,Bates Motel,"Vera Farmiga, as Norma Bates",A&E,"Universal Television, Carlton Cuse Productions and Kerry Ehrin Productions",False
3742,2013, Lead Actress In A Drama Series,Scandal,"Kerry Washington, as Olivia Pope",ABC,ABC Studios,False
3743,2013, Lead Actress In A Drama Series,House Of Cards,"Robin Wright, as Claire Underwood",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3744,2013, Lead Actress In A Drama Series,Nashville,"Connie Britton, as Rayna James",ABC,ABC Studios,False
3745,2013, Lead Actor In A Drama Series,Mad Men,"Jon Hamm, as Don Draper",AMC,Lionsgate Television,False
3746,2013, Lead Actor In A Drama Series,Breaking Bad,"Bryan Cranston, as Walter White",AMC,Sony Pictures Television,False
3747,2013, Lead Actor In A Drama Series,Downton Abbey,"Hugh Bonneville, as Earl of Grantham/ Robert",PBS,A Carnival / Masterpiece Co-Production,False
3748,2013, Lead Actor In A Drama Series,Homeland,"Damian Lewis, as Nicholas Brody",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3749,2013, Lead Actor In A Drama Series,The Newsroom,"Jeff Daniels, as Will McAvoy",HBO,HBO Entertainment,True
3750,2013, Lead Actor In A Drama Series,House Of Cards,"Kevin Spacey, as Francis Underwood",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital for Netflix",False
3751,2013, Supporting Actress In A Drama Series,Mad Men,"Christina Hendricks, as Joan Harris",AMC,Lionsgate Television,False
3752,2013, Supporting Actress In A Drama Series,Downton Abbey,"Dame Maggie Smith, as Dowager Countess of Grantham/ Violet",PBS,A Carnival / Masterpiece Co-Production,False
3753,2013, Supporting Actress In A Drama Series,Breaking Bad,"Anna Gunn, as Skyler White",AMC,Sony Pictures Television,True
3754,2013, Supporting Actress In A Drama Series,Homeland,"Morena Baccarin, as Jessica Brody",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3755,2013, Supporting Actress In A Drama Series,Game Of Thrones,"Emilia Clarke, as Daenerys Targaryen",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",False
3756,2013, Supporting Actress In A Drama Series,The Good Wife,"Christine Baranski, as Diane Lockhart",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
3757,2013, Supporting Actor In A Drama Series,Boardwalk Empire,"Bobby Cannavale, as Gyp Rosetti",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",True
3758,2013, Supporting Actor In A Drama Series,Downton Abbey,"Jim Carter, as Mr. Carson",PBS,A Carnival / Masterpiece Co-Production,False
3759,2013, Supporting Actor In A Drama Series,Breaking Bad,"Jonathan Banks, as Mike Ehrmantraut",AMC,Sony Pictures Television,False
3760,2013, Supporting Actor In A Drama Series,Breaking Bad,"Aaron Paul, as Jesse Pinkman",AMC,Sony Pictures Television,False
3761,2013, Supporting Actor In A Drama Series,Homeland,"Mandy Patinkin, as Saul Berenson",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3762,2013, Supporting Actor In A Drama Series,Game Of Thrones,"Peter Dinklage, as Tyrion Lannister",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",False
3763,2013, Guest Actress In A Drama Series,The Americans,"Margo Martindale, as Claudia",FX Networks,Fox Television Studios and FX Productions,False
3764,2013, Guest Actress In A Drama Series,The Good Wife,"Carrie Preston, as Elsbeth Tascioni",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,True
3765,2013, Guest Actress In A Drama Series,The Newsroom,"Jane Fonda, as Leona Lansing",HBO,HBO Entertainment,False
3766,2013, Guest Actress In A Drama Series,Shameless,"Joan Cusack, as Sheila Jackson",Showtime,"Showtime Presents, John Wells Productions, Warner Bros. Television",False
3767,2013, Guest Actress In A Drama Series,Mad Men,"Linda Cardellini, as Sylvia Rosen",AMC,Lionsgate Television,False
3768,2013, Guest Actress In A Drama Series,Game Of Thrones,"Diana Rigg, as Olenna Tyrell",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",False
3769,2013, Guest Actor In A Drama Series,Mad Men,"Robert Morse, as Bertram Cooper",AMC,Lionsgate Television,False
3770,2013, Guest Actor In A Drama Series,Scandal,"Dan Bucatinsky, as James Novack",ABC,ABC Studios,True
3771,2013, Guest Actor In A Drama Series,Mad Men,"Harry Hamlin, as Jim Cutler",AMC,Lionsgate Television,False
3772,2013, Guest Actor In A Drama Series,The Good Wife,"Nathan Lane, as Clarke Hayden",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
3773,2013, Guest Actor In A Drama Series,Homeland,"Rupert Friend, as Peter Quinn",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
3774,2013, Guest Actor In A Drama Series,The Good Wife,"Michael J. Fox, as Louis Canning",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,False
3775,2013, Writing for a Drama Series,Breaking Bad,"George Mastras, Written by",AMC,Sony Pictures Television,False
